,budget,company,director,genre,domestic_revenue_usd,name_domestic,rating,released,runtime,score,star,votes,writer
15,17000000,Producers Sales Organization (PSO),Adrian Lyne,Drama,6734844,9ω weeks,R,2/21/86,117,5.9,Mickey Rourke,31798,Elizabeth McNeill
16,10000000,De Laurentiis Entertainment Group (DEG),Stephen King,Action,7433663,Maximum overdrive,R,7/25/86,98,5.4,Emilio Estevez,24881,Stephen King
17,25000000,"Geffen Company, The",Frank Oz,Comedy,38747385,Little shop of horrors,PG-13,12/19/86,94,6.9,Rick Moranis,53327,Howard Ashman
18,2700000,New Century Entertainment Corporation,Mike Marvin,Action,3500000,The wraith,PG-13,11/21/86,93,5.9,Charlie Sheen,11635,Mike Marvin
19,35000000,Universal Pictures,Willard Huyck,Action,16295774,Howard the duck,PG,8/1/86,110,4.6,Lea Thompson,36020,Steve Gerber
20,2000000,New Line Cinema,Stephen Herek,Action,13167232,Critters,PG-13,4/11/86,82,6.0,Dee Wallace,25517,Domonic Muir
21,11000000,Orion Pictures,Alan Metter,Comedy,91258000,Back to school,PG-13,6/13/86,96,6.6,Rodney Dangerfield,23120,Rodney Dangerfield
22,4700000,Cannon Films,Tobe Hooper,Comedy,8025872,The texas chainsaw massacre 2,UNRATED,8/22/86,89,5.6,Dennis Hopper,21253,L.M. Kit Carson
23,15000000,Jay Weston Productions,Clint Eastwood,Action,42724017,Heartbreak ridge,R,12/5/86,130,6.8,Clint Eastwood,32954,James Carabatsos
24,25000000,Paramount Pictures,Leonard Nimoy,Adventure,109713132,Star trek iv: the voyage home,PG,11/26/86,119,7.3,William Shatner,66366,Gene Roddenberry
25,0,TriStar Pictures,John Badham,Comedy,40697761,Short circuit,PG,5/9/86,98,6.6,Ally Sheedy,47068,S.S. Wilson
26,0,Neue Constantin Film,Jean-Jacques Annaud,Crime,7153487,The name of the rose,R,9/24/86,130,7.8,Sean Connery,86991,Umberto Eco
27,0,TriStar Pictures,Sidney J. Furie,Action,24159872,Iron eagle,PG-13,1/17/86,117,5.3,Louis Gossett Jr.,11304,Kevin Alyn Elders
28,25000000,Paramount Pictures,Michael Ritchie,Action,79817937,The golden child,PG-13,12/12/86,94,5.9,Eddie Murphy,42997,Dennis Feldman
29,1900000,Hemdale,Tim Hunter,Crime,4600000,River's edge,R,5/8/87,99,7.1,Crispin Glover,12862,Neal Jimenez
30,25000000,L.A. Films,John Landis,Comedy,39246734,°three amigos!,PG,12/12/86,104,6.4,Steve Martin,57406,Steve Martin
31,25000000,Warner Bros.,George P. Cosmatos,Action,49042224,Cobra,R,5/23/86,87,5.7,Sylvester Stallone,54851,Paula Gosling
32,0,Gaumont,Jean-Jacques Beineix,Drama,2003822,Betty blue,Not specified,11/7/86,120,7.4,Jean-Hugues Anglade,14562,Philippe Djian
33,24500000,Warner Bros.,Roland JoffÈ,Adventure,17218023,The mission,PG,10/31/86,125,7.5,Robert De Niro,47497,Robert Bolt
34,13800000,Touchstone Pictures,Martin Scorsese,Drama,52293982,The color of money,R,10/17/86,119,7.0,Paul Newman,62495,Walter Tevis
35,0,Columbia Pictures Corporation,John G. Avildsen,Action,115103979,The karate kid part ii,PG,6/20/86,113,5.9,Pat Morita,58370,Robert Mark Kamen
36,0,Lorimar Productions,Nick Castle,Drama,7177431,The boy who could fly,PG,9/26/86,114,6.5,Lucy Deakins,4623,Nick Castle
37,6000000,HBO Films,Robert Harmon,Thriller,5844868,The hitcher,R,2/21/86,97,7.3,Rutger Hauer,36191,Eric Red
38,10000000,Amblin Entertainment,Richard Benjamin,Comedy,37499651,The money pit,PG,3/26/86,91,6.3,Tom Hanks,41278,David Giler
39,3000000,Paramount Pictures,Tom McLoughlin,Horror,19472057,Jason lives: friday the 13th part vi,R,8/1/86,86,5.9,Thom Mathews,28310,Tom McLoughlin
40,25000000,The Saul Zaentz Company,Peter Weir,Adventure,14302779,The mosquito coast,PG,11/26/86,117,6.6,Harrison Ford,23076,Paul Theroux
41,0,Universal Pictures,Don Bluth,Animation,47483002,An american tail,G,11/21/86,80,6.9,Dom DeLuise,41004,Judy Freudberg
42,4000000,Initial Pictures,Alex Cox,Biography,2826523,Sid and nancy,R,11/7/86,112,7.1,Gary Oldman,25032,Alex Cox
43,10000000,De Laurentiis Entertainment Group (DEG),John Guillermin,Action,4711220,King kong lives,PG-13,12/19/86,105,3.8,Brian Kerwin,4401,Ronald Shusett
44,4500000,Empire Pictures,Stuart Gordon,Horror,1261000,From beyond,R,10/24/86,86,6.7,Jeffrey Combs,16636,H.P. Lovecraft
45,18000000,TriStar Pictures,Francis Ford Coppola,Comedy,41382841,Peggy sue got married,PG-13,10/10/86,103,6.3,Kathleen Turner,28529,Jerry Leichtling
46,19000000,Freddie Fields Productions,Brian Gibson,Horror,40996665,Poltergeist ii: the other side,PG-13,5/23/86,91,5.7,JoBeth Williams,20669,Mark Victor
47,1100000,Empire Pictures,John Carl Buechler,Comedy,5450815,Troll,PG-13,1/17/86,82,4.3,Michael Moriarty,7569,Ed Naha
48,0,Metro-Goldwyn-Mayer (MGM),Peter Hyams,Action,38500726,Running scared,R,6/27/86,107,6.5,Gregory Hines,9344,Gary DeVore
49,0,Hawn / Sylbert Movie Company,Michael Ritchie,Comedy,26285544,Wildcats,R,2/14/86,106,5.9,Goldie Hawn,10239,Ezra Sacks
50,111000,Maljack Productions,John McNaughton,Biography,609939,Henry: portrait of a serial killer,UNRATED,9/7/90,83,7.0,Michael Rooker,25367,Richard Fire
51,18000000,ABC Motion Pictures,Harry Winer,Adventure,9697739,Spacecamp,PG,6/6/86,107,5.6,Kate Capshaw,11484,Clifford Green
52,6400000,Orion Pictures,Woody Allen,Comedy,40084041,Hannah and her sisters,PG-13,3/14/86,107,8.0,Mia Farrow,56988,Woody Allen
53,14000000,Walt Disney Pictures,Ron Clements,Animation,38600000,The great mouse detective,G,7/2/86,74,7.2,Vincent Price,36539,Peter Young
54,8500000,De Laurentiis Entertainment Group (DEG),John Irvin,Action,16209459,Raw deal,R,6/6/86,106,5.5,Arnold Schwarzenegger,24851,Luciano Vincenzoni
55,6000000,Sunbow Productions,Nelson Shin,Animation,5849647,The transformers: the movie,PG,8/8/86,84,7.3,Orson Welles,33609,Ron Friedman
56,0,TaliaFilm II Productions,Hal Needham,Drama,2015882,Rad,PG,3/28/86,91,7.2,Bart Conner,4039,Sam Bernard
57,5000000,TriStar Pictures,Fred Dekker,Comedy,591366,Night of the creeps,R,8/22/86,88,6.8,Jason Lively,16077,Fred Dekker
58,12000000,Cannon Pictures,Tobe Hooper,Horror,4884663,Invaders from mars,PG,6/6/86,100,5.5,Karen Black,5878,Richard Blake
59,0,Columbia Pictures Corporation,Walter Hill,Drama,5839031,Crossroads,R,3/14/86,99,7.1,Ralph Macchio,11415,John Fusco
60,6000000,De Haven Productions,David Anspaugh,Drama,28607524,Hoosiers,PG,2/27/87,114,7.6,Gene Hackman,36604,Angelo Pizzo
61,0,Svenska Filminstitutet (SFI),Andrei Tarkovsky,Drama,300653,Sacrifice,PG,1986-11,149,8.1,Erland Josephson,16571,Andrei Tarkovsky
62,6500000,Cinema '85,James Foley,Crime,2347000,At close range,R,4/18/86,111,7.0,Sean Penn,11607,Elliott Lewitt
63,0,Blueline Productions,Peter Markle,Drama,15448384,Youngblood,R,1/31/86,110,6.1,Rob Lowe,10412,Peter Markle
64,0,Seasonal Film Corporation,Corey Yuen,Action,4662137,"No retreat, no surrender",PG,5/2/86,85,5.6,Kurt McKinney,12803,See-Yuen Ng
65,0,Universal Pictures,Anthony Perkins,Horror,14481606,Psicosis iii,R,7/2/86,93,5.3,Anthony Perkins,10022,Charles Edward Pogue
66,20000000,Paramount Pictures,Mike Nichols,Comedy,25314289,Heartburn,R,7/25/86,108,6.1,Meryl Streep,7570,Nora Ephron
67,15000000,Warner Bros.,Michael Chapman,Adventure,1953732,The clan of the cave bear,R,1/17/86,98,5.3,Daryl Hannah,5340,Jean M. Auel
68,12000000,Golan-Globus Productions,Menahem Golan,Action,17768900,The delta force,R,2/14/86,125,5.6,Chuck Norris,15819,James Bruner
69,0,Warner Bros.,Wes Craven,Drama,8988731,Deadly friend,R,10/10/86,91,5.5,Matthew Labyorteaux,5419,Diana Henstell
70,0,TriStar Pictures,Edward Zwick,Comedy,38702310,About last night...,R,7/2/86,113,6.2,Rob Lowe,12307,David Mamet
71,0,Balcor Film Investors,Steve Miner,Comedy,27820000,Soul man,PG-13,10/24/86,104,5.2,C. Thomas Howell,6440,Carol Black
72,0,A&M; Films,Savage Steve Holland,Comedy,13431806,One crazy summer,PG,8/8/86,93,6.4,John Cusack,11581,Savage Steve Holland
73,0,De Laurentiis Entertainment Group (DEG),Charles Martin Smith,Comedy,6797218,Trick or treat,R,10/24/86,98,5.8,Marc Price,4585,Rhet Topham
74,18000000,Paramount Pictures,Ron Howard,Comedy,36611610,Gung ho,PG-13,3/14/86,112,6.2,Michael Keaton,9965,Edwin Blum
75,0,American Filmworks,Sidney Lumet,Crime,25147055,The morning after,R,12/25/86,103,6.0,Jane Fonda,4943,James Cresson
76,0,Police Academy Productions,Jerry Paris,Comedy,43579163,Police academy 3: back in training,PG,3/21/86,83,5.2,Steve Guttenberg,35443,Neal Israel
77,175000,40 Acres & A Mule Filmworks,Spike Lee,Comedy,7137502,She's gotta have it,R,8/8/86,84,6.6,Tracy Camilla Johns,5257,Spike Lee
78,0,Touchstone Pictures,Jim Abrahams,Comedy,71624879,Ruthless people,R,6/27/86,93,6.9,Bette Midler,22554,Dale Launer
79,8700000,Delphi V Productions,Paul Michael Glaser,Action,4865912,Band of the hand,R,4/11/86,109,6.3,Stephen Lang,2297,Leo Garen
80,0,Cannon Group,John Frankenheimer,Crime,5186646,52 pick-up,R,11/7/86,110,6.4,Roy Scheider,3866,Elmore Leonard
81,0,Paramount Pictures,Randa Haines,Drama,31853080,Children of a lesser god,R,10/31/86,119,7.2,William Hurt,12538,Mark Medoff
82,12000000,Columbia Pictures Corporation,Mark L. Lester,Action,15945534,Armed and dangerous,PG-13,8/15/86,88,5.6,John Candy,9040,Brian Grazer
83,1100000,Black Snake,Jim Jarmusch,Comedy,1436000,Down by law,R,10/30/86,107,7.8,Tom Waits,39456,Jim Jarmusch
84,10000000,Orion Pictures,Robert Mandel,Action,20603715,F/x,R,2/7/86,109,6.7,Bryan Brown,14502,Robert T. Megginson
85,0,Fuji Television Network,Masanori Hata,Adventure,13245219,The adventures of milo and otis,G,8/25/89,90,7.1,KyÙko Koizumi,9178,Masanori Hata
86,0,Religioso Primitiva,Jonathan Demme,Comedy,8362969,Something wild,R,11/7/86,114,6.9,Jeff Daniels,13186,E. Max Frye
87,18000000,Gladden Entertainment,Marshall Brickman,Sci-Fi,3900000,The manhattan project,PG-13,6/13/86,117,6.1,John Lithgow,4666,Marshall Brickman
88,5000000,Paramount Pictures,Fred Walton,Horror,12947763,April fool's day,R,3/28/86,89,6.2,Deborah Foreman,11458,Danilo Bach
89,25000000,Brooksfilms,Alan Johnson,Action,1579260,Solarbabies,PG-13,11/26/86,94,4.8,Richard Jordan,3397,Walon Green
90,0,Kings Road Entertainment,Jim McBride,Comedy,17685307,The big easy,R,8/28/87,102,6.6,Dennis Quaid,10022,Daniel Petrie Jr.
91,0,Lawrence Gordon Productions,Penny Marshall,Comedy,25587804,Jumpin' jack flash,R,10/10/86,105,5.8,Whoopi Goldberg,15703,David Franzoni
92,40000000,Carthago Films S.a.r.l.,Roman Polanski,Adventure,1641825,Piratas,PG-13,7/18/86,121,6.1,Walter Matthau,6596,John Brownjohn
93,0,Meltdown Productions,Jimmy T. Murakami,Animation,5274,When the wind blows,Not specified,3/11/88,80,7.8,Peggy Ashcroft,7900,Raymond Briggs
94,10000000,Touchstone Pictures,Jeff Kanew,Comedy,21458229,Tough guys,PG,10/3/86,104,6.2,Burt Lancaster,5584,James Orr
95,0,CompaÒÌa Iberoamericana de TV,Pedro AlmodÛvar,Drama,206952,Matador,NC-17,3/7/86,110,7.0,Assumpta Serna,8959,Pedro AlmodÛvar
96,0,New World Pictures,Harley Cokeliss,Action,6637565,Black moon rising,R,1/10/86,100,5.4,Tommy Lee Jones,4045,John Carpenter
97,12000000,Cinema Group Ventures,Roger Spottiswoode,Comedy,7790931,The best of times,PG-13,1/31/86,104,5.9,Robin Williams,5523,Ron Shelton
98,2000000,Paragon Arts International,Kevin Tenney,Horror,7369373,Witchboard,R,3/13/87,98,5.7,Todd Allen,4744,Kevin Tenney
99,14000000,Touchstone Pictures,Paul Mazursky,Comedy,62134225,Down and out in beverly hills,R,1/31/86,103,6.1,Nick Nolte,13569,RenÈ Fauchois
100,8500000,Capital Equipment Leasing,Trevor Nunn,Biography,277646,Lady jane,PG-13,2/7/86,136,7.2,Helena Bonham Carter,5364,Chris Bryant
101,0,Columbia Pictures Corporation,Thomas Michael Donnelly,Crime,7634909,Quicksilver,PG,2/14/86,105,5.6,Kevin Bacon,3720,Thomas Michael Donnelly
102,0,Sunbow Productions,Mike Joens,Animation,5958456,My little pony: the movie,G,6/6/86,86,6.0,Danny DeVito,2125,George Arthur Bloom
103,0,Virgin Vision,Ken Russell,Horror,916172,Gothic,R,4/10/87,87,5.7,Gabriel Byrne,5843,Lord Byron
104,18000000,Producers Sales Organization (PSO),Hal Ashby,Action,1305114,8 million ways to die,R,4/25/86,115,5.7,Jeff Bridges,3607,Lawrence Block
105,0,TriStar Pictures,Richard Pearce,Crime,12303904,No mercy,R,12/19/86,106,5.7,Richard Gere,5564,James Carabatsos
106,0,Orion Pictures,Gene Wilder,Comedy,8033397,Haunted honeymoon,PG,7/25/86,82,5.6,Gene Wilder,5549,Gene Wilder
107,0,Empire Pictures,Ted Nicolaou,Comedy,320256,Terrorvision,R,2/14/86,83,5.7,Diane Franklin,4620,Ted Nicolaou
108,0,Golan-Globus Productions,Gary Nelson,Action,3751699,Allan quatermain and the lost city of gold,PG,1/30/87,99,4.4,Richard Chamberlain,7491,H. Rider Haggard
109,0,HandMade Films,Neil Jordan,Crime,5794184,Mona lisa,R,6/13/86,104,7.4,Bob Hoskins,10747,Neil Jordan
110,0,Delphi Films,Garry Marshall,Comedy,32324557,Nothing in common,PG,7/30/86,118,5.9,Tom Hanks,5345,Rick Podell
111,8000000,Cannon Group,J. Lee Thompson,Action,11834302,Firewalker,PG,11/21/86,104,5.0,Chuck Norris,4752,Robert Gosnell
112,0,Cannon Screen Entertainment,Nicolas Roeg,Adventure,483460,Castaway,R,9/11/87,117,6.0,Oliver Reed,2649,Lucy Irvine
113,3300000,Amaretto Films,Richard Wenk,Comedy,4941117,Vamp,R,7/18/86,93,5.9,Chris Makepeace,3909,Donald P. Borchers
114,0,British Film Institute (BFI),Derek Jarman,Biography,3151,Caravaggio,Not specified,8/29/86,93,6.7,Noam Almaz,4072,Derek Jarman
115,0,Les Films Plain Chant,Leos Carax,Crime,21483,Mauvais sang,UNRATED,11/26/86,116,7.3,Michel Piccoli,4922,Leos Carax
116,0,Paramount Pictures,Duncan Gibbins,Drama,4636169,Fire with fire,PG-13,5/9/86,103,6.6,Craig Sheffer,1264,Bill Phillips
117,15000000,Warner Bros.,Harold Ramis,Comedy,12308521,Club paradise,PG-13,7/11/86,96,4.9,Robin Williams,5049,Harry Shearer
118,40000000,Universal Pictures,Ivan Reitman,Comedy,49851591,Legal eagles,PG,6/20/86,116,5.9,Robert Redford,8374,Ivan Reitman
119,0,Thorn EMI Screen Entertainment,Christopher Morahan,Comedy,1476356,Clockwise,PG,10/10/86,96,6.6,John Cleese,9689,Michael Frayn
120,0,Atlantic Entertainment Group,Robert M. Young,Drama,13418091,Extremities,R,8/22/86,89,6.3,Farrah Fawcett,2705,William Mastrosimone
121,13000000,Metro-Goldwyn-Mayer (MGM),Brian De Palma,Comedy,8475466,Wise guys,R,4/18/86,100,5.6,Danny DeVito,4573,George Gallo
122,0,Atlantic Entertainment Group,Peter Medak,Drama,2444076,The men's club,R,9/19/86,101,4.5,David Dukes,680,Leonard Michaels
123,0,DD Productions,Claude Berri,Drama,4940939,Jean de florette,PG,8/28/87,120,8.1,Yves Montand,20914,Claude Berri
124,0,Balcor Film Investors,Tom DeSimone,Drama,2510433,Reform school girls,R,8/22/86,94,5.2,Linda Carol,1717,Jack Cummins
125,0,DD Productions,Claude Berri,Drama,3940542,Manon of the spring,PG,12/4/87,113,8.0,Yves Montand,17849,Claude Berri
126,17000000,HandMade Films,Jim Goddard,Adventure,2315683,Shanghai surprise,PG-13,8/29/86,97,3.1,Sean Penn,4339,John Kohn
127,16000000,Lorimar Productions,Sidney Lumet,Drama,3800000,Power,R,1/31/86,111,5.7,Richard Gere,2287,David Himmelstein
128,0,Not specified,Jerry Kramer,Comedy,604849,Modern girls,PG-13,11/7/86,84,5.9,Daphne Zuniga,1023,Laurie Craig
129,20000000,De Laurentiis Entertainment Group (DEG),Bruce Beresford,Comedy,22905500,Crimes of the heart,PG-13,1/23/87,105,6.4,Diane Keaton,3079,Beth Henley
130,0,Cinema VII,John McTiernan,Horror,2278264,Nomads,R,3/7/86,91,5.5,Lesley-Anne Down,3006,John McTiernan
131,0,Empire Pictures,Peter Manoogian,Action,4601256,Eliminators,PG,1/31/86,96,4.5,Andrew Prine,1422,Paul De Meo
132,0,TMS Pictures,George Mendeluk,Comedy,2147228,Meatballs iii: summer job,R,1/9/87,96,3.3,Sally Kellerman,2003,Janis Allen
133,6000000,Golan-Globus Productions,J. Lee Thompson,Action,9947631,Murphy's law,R,4/18/86,100,5.9,Charles Bronson,3561,Gail Morgan Hickman
134,0,Edward R. Pressman Film,David Byrne,Musical,2545142,True stories,PG,10/10/86,90,7.0,David Byrne,3885,Stephen Tobolowsky
135,0,Warner Bros.,Prince,Comedy,10090429,Under the cherry moon,PG-13,7/2/86,98,4.9,Prince,2549,Becky Johnston
136,0,Delphi V Productions,MoshÈ Mizrahi,Drama,278623,Every time we say goodbye,PG-13,11/14/86,95,5.9,Tom Hanks,1834,MoshÈ Mizrahi
137,0,Goldcrest Films International,Julien Temple,Drama,930211,Absolute beginners,PG-13,4/18/86,108,5.6,Patsy Kensit,2659,Colin MacInnes
138,0,Little Bear,Bertrand Tavernier,Drama,3272600,'round midnight,R,10/3/86,133,7.4,Dexter Gordon,4028,David Rayfiel
139,4000000,"Cannon Group, The",Sam Firstenberg,Action,4679650,Avenging force,R,9/12/86,104,5.9,Michael Dudikoff,1808,James Booth
140,0,Simcom Limited,Paul Lynch,Action,2995527,Bullies,R,8/29/86,96,5.4,Jonathan Crombie,340,John Sheppard
141,0,Compact Yellowbill,John Hough,Adventure,112132,Biggles: adventures in time,PG,1/29/88,88,5.8,Neil Dickson,2243,W.E. Johns
142,0,Lorimar Productions,Albert Magnoli,Drama,4845724,American anthem,PG-13,6/27/86,102,4.0,Mitchell Gaylord,1284,Evan Archerd
143,0,Columbia Pictures Corporation,Richard Tuggle,Action,5099316,Out of bounds,R,7/25/86,93,5.4,Anthony Michael Hall,1016,Tony Kayden
144,0,Crown International Pictures,David Beaird,Comedy,4781448,My chauffeur,R,1/24/86,97,5.6,Deborah Foreman,1426,David Beaird
145,18000000,Rastar Pictures,Gene Saks,Comedy,11957943,Brighton beach memoirs,PG-13,12/25/86,108,6.9,Blythe Danner,2720,Neil Simon
146,0,MinistËre de la Culture et de la Communication,…ric Rohmer,Drama,37455,Summer,R,8/29/86,98,7.8,Marie RiviËre,4612,Marie RiviËre
147,0,Cannon Group,Paul Nicholas,Drama,3136701,The naked cage,R,3/7/86,97,5.5,Shari Shattuck,327,Paul Nicholas
148,0,Cannon Screen Entertainment,Richard Franklin,Horror,1720450,Link,R,9/19/86,100,5.9,Terence Stamp,2080,Lee David Zlotoff
149,0,Edward R. Pressman Film,Bob Swaim,Thriller,1131399,Half moon street,R,9/26/86,90,5.4,Sigourney Weaver,2157,Edward Behr
150,0,Aaron Spelling Productions,Tom Moore,Drama,441863,"'night, mother",PG-13,1/29/87,96,7.6,Sissy Spacek,1840,Marsha Norman
151,0,Blake Edwards,Blake Edwards,Action,6029824,A fine mess,PG,8/8/86,90,4.5,Ted Danson,1164,Blake Edwards
152,0,Chroma III Productions,Mark Griffiths,Comedy,78068,Hardbodies 2,R,9/12/86,88,2.9,James Karen,895,Mark Griffiths
153,0,Fons Rademakers Produktie,Fons Rademakers,Drama,203781,The assault,PG,2/6/86,155,7.3,Derek de Lint,2694,Gerard Soeteman
154,0,Griffon Productions,Paul Schneider,Comedy,277405,Willy/milly,PG-13,11/14/86,86,5.7,Pamela Adlon,323,Alan Friedman
155,0,Heron Communications,Janet Greek,Drama,239073,The ladies club,R,1986-04,85,5.3,Karen Austin,154,Casey Bishop
156,0,Delphi V Productions,Stuart Rosenberg,Action,140980,Let's get harry,R,10/31/86,102,5.2,Michael Schoeffling,978,Mark Feldberg
157,25000000,De Laurentiis Entertainment Group (DEG),Daryl Duke,Adventure,4007250,Tai-pan,R,11/7/86,127,5.5,Bryan Brown,1340,John Briley
158,0,Scary Stuff,Jeffrey Delman,Comedy,2750741,Deadtime stories,R,11/28/86,93,4.6,Scott Valentine,973,Jeffrey Delman
159,17000000,Escalante Productions,Dick Richards,Action,2793214,Heat,R,3/13/87,101,5.5,Burt Reynolds,1358,William Goldman
160,0,Kings Road Entertainment,Robert Mandel,Comedy,1254040,Touch and go,R,8/22/86,101,5.8,Michael Keaton,684,Alan Ormsby
161,0,Canadian Broadcasting Corporation (CBC),Charles Jarrott,Biography,275000,The boy in blue,R,1/17/86,100,5.4,Nicolas Cage,907,Douglas Bowie
162,0,Universal Pictures,Alan Alda,Comedy,14205021,Sweet liberty,PG,5/16/86,106,5.7,Alan Alda,2300,Alan Alda
163,0,Marquis,William Fruet,Comedy,681337,Killer party,R,5/9/86,91,4.7,Martin Hewitt,1265,Barney Cohen
164,0,Rondo Productions,Bill Sherwood,Drama,537681,Parting glances,Not specified,2/19/86,90,7.8,John Bolger,2330,Bill Sherwood
165,0,Nelvana,Dale Schott,Animation,8540346,Care bears movie ii: a new generation,G,3/21/86,76,5.3,Maxine Miller,1760,Peter Sauder
166,14000000,Columbia Pictures Corporation,Richard Pryor,Biography,18034150,"Jo jo dancer, your life is calling",R,5/2/86,97,6.3,Richard Pryor,1288,Rocco Urbisci
167,0,Balcor Film Investors,Andrew Lane,Action,1943751,Jake speed,PG,5/30/86,100,5.3,Wayne Crawford,632,Wayne Crawford
168,3401376,Cinema Group Ventures,Renny Harlin,Action,3388020,Born american,R,8/29/86,97,4.3,Mike Norris,1509,Renny Harlin
169,10000000,Paramount Pictures,Michelle Manning,Action,6947787,Blue city,R,5/2/86,83,4.4,Judd Nelson,792,Ross Macdonald
170,0,Cascade Films,Nadia Tass,Comedy,544472,Malcolm,PG-13,11/5/86,90,7.2,Colin Friels,1623,David Parker
171,0,Miramax,Bob Weinstein,Comedy,2669366,Playing for keeps,PG-13,10/3/86,102,4.1,Daniel Jordano,515,Bob Weinstein
172,0,Golan-Globus Productions,Andrey Konchalovskiy,Drama,8736,Duet for one,R,1987-02,107,7.0,Julie Andrews,699,Tom Kempinski
173,0,Island Pictures,Evelyn Purcell,Comedy,563358,Nobody's fool,PG-13,11/7/86,107,5.5,Rosanna Arquette,652,Beth Henley
174,0,Paramount Pictures,John Byrum,Comedy,444746,The whoopee boys,R,8/22/86,88,6.2,Michael O'Keefe,639,Steve Zacharias
175,0,Blake Edwards,Blake Edwards,Comedy,4079895,That's life!,PG-13,10/10/86,102,6.1,Jack Lemmon,1032,Milton Wexler
176,0,Hemdale,Hal Needham,Comedy,14926,Body slam,PG,5/21/87,89,5.3,Dirk Benedict,795,Shel Lytton
177,0,"Rank Organisation, The",David Drury,Thriller,750000,Defense of the realm,PG,11/21/86,96,6.6,Gabriel Byrne,1625,Martin Stellman
178,0,Cinequanon,Eliseo Subiela,Drama,725000,Man facing southeast,R,3/13/87,105,7.8,Lorenzo Quinteros,2991,Eliseo Subiela
179,0,Corporation Image M & M,Denys Arcand,Comedy,1902706,The decline of the american empire,R,11/14/86,101,7.3,Dominique Michel,6622,Denys Arcand
180,0,Rastar Films,Jack Fisk,Drama,4743287,Violets are blue...,PG-13,4/25/86,88,5.7,Sissy Spacek,553,Naomi Foner
181,0,Portreeve,Simon Langton,Thriller,1500000,The whistle blower,PG,7/10/87,100,6.2,Michael Caine,1672,Julian Bond
182,2000000,American Playhouse,Jerrold Freedman,Drama,1301121,Native son,PG,12/12/86,111,5.9,Victor Love,448,Richard Wesley
183,0,Carson Productions,Eugene Corr,Drama,416393,Desert bloom,PG,4/18/86,105,6.6,Jon Voight,821,Linda Remy
184,0,Alternate Current,Lizzie Borden,Drama,1777378,Working girls,UNRATED,3/20/87,93,6.5,Louise Smith,604,Lizzie Borden
185,0,CinÈ Valse,Bertrand Blier,Comedy,925952,Mènage,Not specified,10/1/86,84,7.0,GÈrard Depardieu,2022,Bertrand Blier
186,0,CamÈras Continentales,Henning Carlsen,Biography,583800,Oviri,R,9/5/86,100,6.2,Donald Sutherland,275,Henning Carlsen
187,0,Film Corporation of Kenya,Raju Patel,Action,181410,In the shadow of kilimanjaro,R,5/9/86,100,5.1,John Rhys-Davies,310,T. Michael Harry
188,0,Cineplex-Odeon Films,Tim Burstall,Drama,432266,Kangaroo,R,3/13/87,108,6.7,Colin Friels,156,Evan Jones
189,0,Cannon Group,Albert Pyun,Action,2390525,Dangerously close,R,5/9/86,95,6.6,John Stockwell,935,Scott Fields
190,0,Hyperion Pictures,Carroll Ballard,Family,781727,Nutcracker,G,11/26/86,100,7.2,Hugh Bigney,578,Kent Stowell
191,0,Produzioni Europee Associate (PEA),Federico Fellini,Comedy,837623,Ginger and fred,PG-13,3/28/86,125,7.3,Marcello Mastroianni,3859,Federico Fellini
192,0,Metro-Goldwyn-Mayer (MGM),Alan J. Pakula,Crime,502237,Dream lover,R,4/2/86,104,5.1,Kristy McNichol,405,Jon Boorstin
193,0,MTM Enterprises,Allan Burns,Drama,6408791,Just between friends,PG-13,3/21/86,110,5.9,Mary Tyler Moore,629,Allan Burns
194,0,Lynn-Davis Productions,Gary Hudson,Action,145975,Thunder run,PG-13,5/30/86,90,5.1,Forrest Tucker,218,Charles Davis
195,0,Longshot,Paul Bartel,Comedy,1096843,The longshot,PG-13,1/17/86,89,5.4,Tim Conway,457,Tim Conway
196,0,Silver Screen Partners II,Michael Dinner,Comedy,4842778,Off beat,PG,4/11/86,92,5.0,Judge Reinhold,748,Dezsˆ Magyar
197,0,Roundhouse,Joe Roth,Drama,2520664,Streets of gold,R,11/14/86,95,6.0,Klaus Maria Brandauer,505,Dezsˆ Magyar
198,0,Convy-Fimberg Productions,Bert Convy,Action,351623,Weekend warriors,R,1986-10,100,4.4,Chris Lemmon,237,Bruce Belland
199,18000000,J&M; Entertainment,Zoran Perisic,Action,2295500,Sky bandits,PG,10/31/86,100,4.6,Scott McGinnis,183,Thom Keyes
200,1500000,Cinetel Films,Fred Olen Ray,Action,1368912,Armed response,R,10/3/86,86,4.9,David Carradine,489,T.L. Lankford
201,0,Cannon City Produktie Maatschappij B.V.,Franco Zeffirelli,Drama,189042,Otello,PG,9/12/86,100,7.2,Pl·cido Domingo,424,Arrigo Boito
202,0,Alliance Communications Corporation,Rob Nilsson,Drama,440438,On the edge,PG-13,5/2/86,95,7.1,Bruce Dern,171,Roy Kissin
203,0,Action Communications,Frank Harris,Action,63860,Low blow,R,1986-04,100,3.5,Leo Fong,256,Leo Fong
204,0,Cote Blanche Productions,Glen Pitre,Drama,1444618,Belizaire the cajun,PG,6/13/86,103,6.4,Armand Assante,391,Glen Pitre
205,0,Les Films 13,Claude Lelouch,Drama,227510,A man and a woman: 20 years later,PG,8/15/86,112,5.8,Anouk AimÈe,496,Claude Lelouch
